id,user,temp,gasDetect,fireDetect,lightLevel,humidity,pressure,month,hour,day,year
5271,Jane,16.27,0,0,16,60.05,994.31,2,5,5,2024
5272,John,15.28,0,0,0,68.63,1019.15,5,12,27,2020
5273,John,8.39,0,0,260,70.5,1025.65,1,1,12,2023
5274,John,8.39,0,0,260,53.07,1015.14,1,1,11,2022
5275,John,8.39,0,0,260,71.4,992.07,1,1,20,2024
5276,John,8.39,0,0,260,77.99,1005.05,1,1,8,2024
5277,Jane,15.89,0,0,434,54.52,1022.41,4,18,15,2023
5278,Jane,15.89,0,0,434,64.27,1015.01,4,18,22,2022
5279,Jane,15.89,0,0,434,66.16,1005.58,4,18,30,2022
5280,John,13.3,0,0,0,71.02,1017.32,2,4,1,2022
5281,John,11.35,0,0,0,69.19,1004.37,9,5,30,2023
5282,Jane,15.4,0,0,487,45.46,982.57,11,18,23,2021
5283,John,18.38,0,0,431,73.51,1027.5,2,19,20,2022
5284,John,18.38,0,0,431,69.47,991.65,2,19,26,2021
5285,John,18.38,0,0,431,75.75,994.82,2,19,6,2022
5286,John,17.64,0,0,293,52.86,1010.21,8,18,1,2021
5287,John,17.64,0,0,293,51.45,1019.07,8,18,30,2020
5288,John,17.64,0,0,293,45.47,1016.8,8,18,14,2023
5289,John,17.64,0,0,293,33.86,1014.85,8,18,17,2024
5290,John,5.72,0,0,238,69.02,1024.76,1,2,19,2021
5291,John,5.72,0,0,238,52.13,1020.33,1,2,31,2023
5292,John,13.24,0,0,0,66.35,1001.11,9,11,27,2024
5293,John,15.97,0,0,0,31.34,1008.11,6,3,13,2021
5294,John,15.76,0,0,0,72.53,1018.83,9,3,25,2022
5295,Jane,13.89,0,0,143,52.86,1023.73,3,14,1,2024
5296,Jane,13.89,0,0,143,61.83,1014.14,3,14,10,2021
5297,John,19.72,0,0,49,63.17,1013.59,4,18,1,2021
5298,Jane,11.48,0,0,0,50.74,1014.33,7,9,27,2021
5299,Jane,15.49,0,0,30,59.75,1028.16,12,15,18,2020
5300,Jane,15.49,0,0,30,72.5,1019.46,12,15,7,2020
5301,John,15.65,0,0,0,49.35,1032.8,5,13,28,2021
5302,John,15.65,0,0,0,48.26,1008.92,5,13,15,2020
5303,Jane,14.78,0,0,0,57.73,1002.29,9,5,18,2021
5304,John,18.95,0,0,441,56.4,1005.78,2,20,16,2023
5305,John,13.89,0,0,0,39.4,1003.18,6,8,8,2021
5306,John,13.89,0,0,0,48.18,1017.85,6,8,2,2024
5307,John,13.89,0,0,0,53.87,1016.25,6,8,12,2024
5308,Jane,11.6,0,0,183,77.19,996.03,2,12,26,2023
5309,Jane,11.6,0,0,183,67.24,992.16,2,12,3,2023
5310,John,13.28,0,0,0,61.19,1027.13,3,7,23,2020
5311,John,13.28,0,0,0,61.11,1023.48,3,7,22,2021
5312,Jane,16.47,0,0,0,70.3,993.71,10,2,31,2022
5313,John,9.24,0,0,0,64.51,1038.97,4,14,3,2020
5314,Jane,17.84,0,0,100,63.28,1024.93,4,6,1,2023
5315,John,15.68,0,0,0,43.3,1008.75,7,10,4,2022
5316,Jane,11.66,0,0,0,32.98,1017.04,7,16,26,2024
5317,Jane,11.66,0,0,0,43.01,1017.69,7,16,31,2022
5318,Jane,12.36,0,0,0,32.34,1001.63,6,10,21,2023
5319,Jane,13.15,0,0,300,64.15,1004.11,10,17,13,2020
5320,Jane,13.15,0,0,300,60.41,993.66,10,17,23,2023
5321,John,13.69,0,0,0,60.0,997.13,2,1,25,2020
5322,Jane,12.5,0,0,0,37.27,1008.39,7,10,7,2023
5323,John,19.23,0,0,398,53.15,1037.65,4,19,19,2023
5324,John,21.98,0,0,25,61.78,1025.58,3,17,18,2024
5325,John,21.98,0,0,25,67.52,1014.15,3,17,19,2020
5326,John,21.98,0,0,25,65.78,1009.82,3,17,31,2020
5327,John,21.98,0,0,25,53.58,1036.42,3,17,24,2020
5328,John,6.86,0,0,0,57.05,994.71,1,14,27,2024
5329,John,6.86,0,0,0,74.03,1008.29,1,14,15,2022
5330,John,13.53,0,0,0,39.0,1004.74,7,16,24,2024
5331,John,13.53,0,0,0,55.58,1012.47,7,16,7,2023
5332,John,13.53,0,0,0,36.51,1002.56,7,16,4,2021
5333,Jane,10.67,0,0,228,73.35,1002.21,11,4,30,2023
5334,John,12.15,0,0,0,69.32,1003.92,3,5,19,2020
5335,John,12.15,0,0,0,67.16,1015.64,3,5,27,2020
5336,John,12.15,0,0,0,45.17,1029.22,3,5,1,2020
5337,John,15.86,0,0,0,67.27,1014.1,2,0,16,2020
5338,Jane,20.47,0,0,315,61.35,1021.84,3,20,22,2024
5339,John,20.56,0,0,230,68.55,1023.7,3,18,24,2023
5340,John,21.27,0,0,459,45.01,1019.36,4,22,26,2020
5341,John,13.82,0,0,0,62.55,1030.27,5,14,29,2021
5342,John,13.82,0,0,0,52.48,1011.46,5,14,23,2020
5343,John,12.24,0,0,0,45.23,1002.12,8,1,25,2023
5344,Jane,15.52,0,0,138,66.16,1007.25,11,8,27,2023
5345,John,15.15,0,0,293,40.94,1015.32,10,18,8,2020
5346,Jane,16.04,0,0,318,43.86,990.91,9,21,23,2021
5347,Jane,16.04,0,0,318,66.72,996.7,9,21,8,2024
5348,Jane,16.95,0,0,8,55.45,1009.42,10,20,11,2023
5349,John,7.26,0,0,69,63.91,1009.06,12,5,28,2020
5350,John,7.26,0,0,69,75.2,994.84,12,5,26,2021
5351,John,7.26,0,0,69,69.34,1018.59,12,5,15,2020
5352,John,7.26,0,0,69,60.42,997.88,12,5,6,2022
5353,John,7.26,0,0,69,70.38,991.3,12,5,3,2021
5354,John,7.26,0,0,69,72.12,1008.8,12,5,24,2023
5355,Jane,13.3,0,0,0,73.11,981.14,9,10,16,2022
5356,Jane,11.27,0,0,176,70.56,994.82,1,23,26,2021
5357,John,13.9,0,0,0,58.12,1020.56,5,9,4,2020
5358,John,9.07,0,0,0,55.91,1013.49,4,12,15,2021
5359,John,9.07,0,0,0,58.56,1009.65,4,12,24,2022
5360,John,11.01,0,0,0,66.81,983.18,10,4,16,2021
5361,Jane,18.33,0,0,416,54.51,1009.33,2,20,6,2023
5362,Jane,15.32,0,0,0,56.19,1004.96,6,2,15,2022
5363,Jane,11.74,0,0,253,66.56,990.75,2,12,9,2024
5364,Jane,14.16,0,0,0,72.18,982.06,10,6,3,2021
5365,Jane,14.16,0,0,0,42.11,1018.96,10,6,2,2021
5366,Jane,17.86,0,0,264,50.09,1033.93,3,5,20,2024
5367,John,14.91,0,0,0,48.81,1008.64,6,22,11,2020
5368,Jane,18.84,0,0,563,42.5,1009.77,3,21,20,2020
5369,John,14.74,0,0,0,57.52,1003.58,6,5,18,2020
5370,Jane,14.46,0,0,0,48.27,982.98,10,1,12,2020
5371,John,13.01,0,0,0,37.47,1017.8,6,21,8,2022
5372,John,13.01,0,0,0,57.19,1001.31,6,21,29,2024
5373,Jane,14.04,0,0,269,73.07,994.47,11,15,21,2023
5374,John,10.35,0,0,12,65.99,1019.08,1,7,1,2022
5375,John,10.35,0,0,12,54.74,999.26,1,7,6,2021
5376,John,10.35,0,0,12,56.17,1014.1,1,7,6,2023
5377,John,3.63,0,0,0,48.37,1011.82,11,14,22,2022
5378,Jane,17.04,0,0,0,68.94,981.2,9,3,14,2024
5379,John,14.92,0,0,0,48.76,1004.7,5,5,9,2023
5380,John,14.92,0,0,0,49.44,1030.2,5,5,20,2023
5381,John,14.92,0,0,0,65.24,1027.68,5,5,9,2020
5382,John,14.92,0,0,0,60.29,1024.66,5,5,19,2024
5383,John,14.92,0,0,0,69.22,1003.67,5,5,17,2024
5384,John,15.68,0,0,0,47.2,1016.79,7,6,5,2024
5385,John,15.68,0,0,0,31.76,1014.56,7,6,20,2024
5386,John,19.17,0,0,559,37.46,1012.42,8,21,31,2020
5387,John,10.05,0,0,66,70.46,1009.9,1,2,27,2024
5388,John,10.05,0,0,66,58.18,1011.99,1,2,4,2024
5389,John,10.05,0,0,66,52.36,1000.94,1,2,30,2020
5390,Jane,11.3,0,0,0,54.11,1039.57,5,12,25,2023
5391,Jane,11.3,0,0,0,64.7,1016.96,5,12,18,2023
5392,Jane,10.51,0,0,23,71.04,1020.03,12,4,27,2021
5393,Jane,12.17,0,0,184,64.65,1039.59,3,13,26,2020
5394,John,14.31,0,0,0,55.97,1016.3,10,12,29,2021
5395,John,15.67,0,0,0,51.63,1010.55,8,11,12,2024
5396,John,15.67,0,0,0,51.24,1019.66,8,11,26,2022
5397,Jane,15.37,0,0,88,74.28,1012.82,12,16,15,2022
5398,Jane,15.37,0,0,88,61.7,993.13,12,16,10,2020
5399,Jane,15.37,0,0,88,62.25,1008.23,12,16,5,2021
5400,Jane,12.99,0,0,593,57.23,1037.9,3,16,15,2021
5401,John,11.23,0,0,0,35.06,1005.96,8,6,31,2022
5402,Jane,13.24,0,0,0,42.28,1018.06,7,6,8,2022
5403,Jane,16.82,0,0,140,60.4,1037.15,4,0,17,2020
5404,Jane,16.82,0,0,140,68.64,1034.27,4,0,20,2021
5405,Jane,16.8,0,0,0,59.69,1001.91,8,23,7,2022
5406,John,14.11,0,0,0,41.96,1007.2,7,23,28,2021
5407,John,17.4,0,0,330,70.14,994.84,11,19,29,2022
5408,Jane,12.79,0,0,0,46.77,1031.44,5,20,26,2021
5409,Jane,12.79,0,0,0,46.29,1006.93,5,20,31,2023
5410,Jane,12.81,0,0,0,48.61,1001.63,5,16,30,2023
5411,John,6.02,0,0,206,50.4,1021.98,1,7,23,2022
5412,Jane,16.6,0,0,90,55.44,1007.64,2,3,2,2021
5413,John,9.01,0,0,0,52.21,1013.79,4,8,9,2022
5414,John,18.32,0,0,419,76.23,1028.27,12,20,9,2022
5415,John,18.32,0,0,419,60.09,995.14,12,20,6,2020
5416,Jane,13.86,0,0,351,62.65,1014.88,5,23,25,2023
5417,John,14.74,0,0,0,52.26,1017.31,7,17,12,2022
5418,Jane,10.75,0,0,216,76.75,1012.12,1,4,1,2024
5419,Jane,15.93,0,0,0,58.5,1018.77,8,10,30,2024
5420,Jane,15.93,0,0,0,43.24,1009.48,8,10,29,2021
5421,Jane,16.39,0,0,0,50.51,991.93,9,2,3,2021
5422,Jane,16.39,0,0,0,53.29,1011.14,9,2,3,2022
5423,Jane,11.36,0,0,0,34.56,1006.1,6,19,9,2021
5424,Jane,11.36,0,0,0,35.92,1015.99,6,19,21,2024
5425,John,7.62,0,0,0,62.92,1014.72,4,14,12,2020
5426,Jane,17.2,0,0,102,58.38,994.68,2,23,26,2024
5427,John,21.32,0,0,486,40.59,1000.17,4,22,15,2023
5428,John,20.26,0,0,444,59.05,1017.82,4,20,17,2024
5429,John,14.51,0,0,0,50.8,1000.37,6,11,25,2021
5430,John,14.51,0,0,0,31.94,1009.32,6,11,11,2021
5431,John,14.51,0,0,0,32.49,1011.72,6,11,26,2022
5432,John,14.51,0,0,0,37.91,1003.31,6,11,2,2020
5433,John,14.51,0,0,0,49.68,1018.03,6,11,13,2022
5434,John,13.41,0,0,0,57.48,1011.2,7,0,23,2022
5435,John,12.56,0,0,0,53.41,1003.37,4,1,3,2022
5436,Jane,13.62,0,0,432,68.73,998.63,2,17,22,2021
5437,Jane,13.62,0,0,432,55.8,1000.72,2,17,24,2020
5438,John,14.53,0,0,0,68.11,1018.74,5,1,7,2022
5439,Jane,14.96,0,0,40,46.84,992.2,11,17,28,2024
5440,John,14.35,0,0,0,30.24,1011.22,7,22,5,2022
5441,John,6.48,0,0,285,51.08,981.51,11,6,1,2024
5442,Jane,17.31,0,0,0,61.72,1016.1,10,23,7,2021
5443,Jane,17.31,0,0,0,57.78,1014.77,10,23,1,2021
5444,John,18.06,0,0,528,57.68,1009.59,8,22,11,2023
5445,John,20.88,0,0,352,76.69,1005.74,2,20,28,2023
5446,John,20.88,0,0,352,76.64,1010.17,2,20,16,2022
5447,John,15.62,0,0,542,67.78,1023.66,1,22,1,2022
5448,John,15.62,0,0,542,56.69,1009.2,1,22,23,2023
5449,Jane,12.0,0,0,231,67.93,1018.4,1,14,23,2022
5450,Jane,10.18,0,0,91,73.91,1008.71,1,6,1,2021
5451,Jane,16.52,0,0,54,74.18,992.29,1,17,28,2020
5452,Jane,17.08,0,0,293,69.4,1019.43,3,3,14,2021
5453,John,13.34,0,0,0,42.92,1014.97,6,20,19,2021
5454,John,13.34,0,0,0,45.55,1015.04,6,20,21,2023
5455,John,13.93,0,0,0,73.93,1012.54,9,23,22,2021
5456,John,13.93,0,0,0,60.26,1000.97,9,23,19,2024
5457,John,15.2,0,0,0,45.17,1015.81,7,8,3,2024
5458,John,14.94,0,0,0,53.9,1007.38,6,4,16,2021
5459,John,13.21,0,0,21,70.99,1028.0,12,17,24,2021
5460,John,14.64,0,0,0,67.48,1001.88,9,1,19,2022
5461,Jane,13.12,0,0,0,50.67,1007.48,5,19,12,2023
5462,Jane,13.12,0,0,0,69.34,1029.8,5,19,29,2020
5463,Jane,13.12,0,0,0,53.68,1007.73,5,19,14,2022
5464,John,15.17,0,0,0,30.82,1002.13,8,15,18,2023
5465,Jane,10.48,0,0,184,63.97,1008.21,4,15,23,2023
5466,John,21.15,0,0,462,52.94,1005.65,3,22,2,2024
5467,John,21.15,0,0,462,46.85,1006.95,3,22,26,2023
5468,John,15.62,0,0,0,55.03,1009.1,7,1,6,2020
5469,John,15.62,0,0,0,31.31,1013.22,7,1,7,2023
5470,John,15.62,0,0,0,30.19,1010.47,7,1,15,2021
5471,Jane,17.08,0,0,0,55.92,1004.24,9,6,19,2023
5472,Jane,13.16,0,0,0,47.99,1018.99,6,0,29,2020
5473,John,12.9,0,0,0,52.03,1014.74,2,0,19,2021
5474,John,12.9,0,0,0,75.97,1011.05,2,0,14,2021
5475,John,12.9,0,0,0,71.46,1021.48,2,0,10,2022
5476,John,8.48,0,0,34,57.14,993.48,1,5,20,2023
5477,John,15.32,0,0,160,66.66,993.46,1,16,14,2020
5478,John,15.32,0,0,160,51.53,1028.02,1,16,14,2024
5479,Jane,13.46,0,0,323,56.14,994.86,1,22,13,2020
5480,John,11.71,0,0,138,56.62,1002.43,12,1,14,2023
5481,John,11.71,0,0,138,66.49,1022.84,12,1,25,2021
5482,John,11.71,0,0,138,62.62,1004.92,12,1,25,2020
5483,John,15.5,0,0,0,49.46,1011.98,7,2,30,2024
5484,John,15.5,0,0,0,41.16,1014.88,7,2,23,2023
5485,John,15.5,0,0,0,49.71,1005.74,7,2,15,2024
5486,John,15.5,0,0,0,46.4,1009.42,7,2,31,2023
5487,Jane,11.09,0,0,0,48.18,1001.66,7,18,18,2024
5488,John,14.06,0,0,224,47.24,1012.27,10,16,27,2020
5489,Jane,12.23,0,0,0,34.0,1005.85,7,13,17,2021
5490,Jane,12.23,0,0,0,50.59,1017.02,7,13,31,2021
5491,Jane,15.08,0,0,0,30.94,1008.42,6,5,27,2021
5492,Jane,15.87,0,0,38,79.84,998.52,12,9,27,2020
5493,Jane,16.28,0,0,186,51.35,1003.46,4,7,17,2021
5494,John,7.79,0,0,0,50.34,1018.49,3,10,18,2024
5495,John,11.98,0,0,62,51.8,1013.08,12,16,30,2022
5496,John,11.98,0,0,62,58.87,996.18,12,16,28,2021
5497,Jane,16.17,0,0,289,62.9,999.86,9,20,26,2024
5498,John,7.59,0,0,0,43.2,1017.89,4,15,19,2021
5499,John,11.71,0,0,0,67.26,987.15,9,7,20,2021
5500,Jane,10.59,0,0,259,56.09,1008.22,1,1,20,2023
5501,Jane,10.59,0,0,259,50.43,1002.02,1,1,9,2022
5502,Jane,17.42,0,0,0,43.71,1009.77,9,2,12,2021
5503,John,13.13,0,0,0,62.92,1005.72,5,1,15,2020
5504,John,13.13,0,0,0,61.61,1014.59,5,1,19,2022
5505,Jane,10.46,0,0,171,73.76,1009.52,11,4,14,2023
5506,John,7.66,0,0,0,41.13,1010.31,4,15,24,2023
5507,John,7.66,0,0,0,41.44,1023.36,4,15,17,2024
5508,John,7.66,0,0,0,53.07,1017.97,4,15,15,2023
5509,John,18.33,0,0,495,52.76,1022.19,12,19,29,2023
5510,Jane,16.35,0,0,249,65.83,1013.67,2,1,4,2021
5511,John,5.63,0,0,99,70.12,1026.07,12,6,24,2023
5512,John,15.83,0,0,0,49.19,1032.88,5,23,30,2020
5513,John,9.14,0,0,0,69.88,1023.98,2,14,24,2020
5514,John,13.85,0,0,0,55.52,1013.64,6,0,13,2020
5515,John,13.85,0,0,0,53.73,1000.72,6,0,5,2020
5516,John,13.85,0,0,0,54.71,1007.5,6,0,18,2020
5517,John,13.85,0,0,0,53.24,1008.92,6,0,9,2021
5518,Jane,17.71,0,0,45,72.08,1012.75,2,4,8,2022
5519,John,10.14,0,0,33,73.36,1018.78,1,7,19,2024
5520,Jane,13.91,0,0,28,54.21,997.94,1,11,13,2021
5521,John,17.75,0,0,321,65.67,1011.53,1,18,16,2023
5522,John,9.16,0,0,0,59.25,1023.31,2,8,11,2024
5523,John,15.19,0,0,538,52.31,1026.59,12,19,17,2021
5524,John,15.19,0,0,538,56.7,1006.1,12,19,1,2021
5525,John,16.12,0,0,15,67.81,999.18,10,18,13,2020
5526,John,14.43,0,0,0,63.68,1028.62,5,19,23,2023
5527,Jane,14.49,0,0,485,67.51,1000.73,3,16,10,2023
5528,John,13.15,0,0,0,50.32,986.77,9,13,18,2021
5529,John,13.15,0,0,0,65.24,1001.11,9,13,1,2022
5530,Jane,12.35,0,0,441,53.59,999.84,2,19,20,2020
5531,Jane,12.35,0,0,441,64.26,1008.13,2,19,11,2023
5532,John,6.91,0,0,0,64.22,1019.77,12,12,26,2021
5533,John,13.22,0,0,97,42.62,1010.93,8,16,13,2021
5534,John,13.22,0,0,97,44.96,1002.65,8,16,3,2022
5535,Jane,13.53,0,0,0,51.73,1017.96,6,19,30,2021
5536,Jane,13.53,0,0,0,51.6,1016.91,6,19,8,2023
5537,John,12.47,0,0,0,57.14,1015.67,10,6,19,2021
5538,John,20.21,0,0,570,45.69,1011.64,4,20,14,2021
5539,Jane,13.73,0,0,0,59.93,1013.66,6,16,30,2022
5540,Jane,13.73,0,0,0,37.13,1012.38,6,16,25,2021
5541,Jane,16.06,0,0,52,57.87,1035.26,4,5,16,2022
5542,Jane,11.17,0,0,233,42.25,980.92,11,23,8,2022
5543,Jane,12.37,0,0,74,57.67,1030.82,4,8,27,2020
5544,John,13.92,0,0,0,78.56,996.75,2,23,16,2020
5545,John,13.92,0,0,0,77.44,1017.16,2,23,23,2024
5546,John,7.81,0,0,0,52.1,999.22,1,11,31,2020
5547,John,7.81,0,0,0,71.4,998.21,1,11,4,2021
5548,Jane,14.98,0,0,520,56.04,991.15,12,21,16,2023
5549,John,12.93,0,0,0,70.79,989.57,9,14,14,2021
5550,Jane,15.43,0,0,310,45.22,980.25,11,19,17,2023
5551,John,13.93,0,0,0,78.65,991.09,2,7,25,2024
5552,John,13.04,0,0,0,50.57,1014.47,6,23,13,2023
5553,Jane,10.01,0,0,277,62.27,992.48,11,23,17,2020
5554,Jane,13.93,0,0,169,53.93,990.45,1,12,29,2021
5555,Jane,16.48,0,0,99,45.49,1033.48,3,6,28,2024
5556,John,9.84,0,0,0,60.32,1020.96,2,11,6,2024
5557,John,7.99,0,0,0,69.33,1037.09,4,11,5,2024
5558,John,7.99,0,0,0,47.55,1038.47,4,11,9,2023
5559,John,15.79,0,0,0,56.71,1019.02,7,18,28,2021
5560,John,16.57,0,0,242,65.87,998.29,9,18,17,2022
5561,John,16.57,0,0,242,47.34,1016.96,9,18,10,2021
5562,Jane,11.76,0,0,107,44.55,987.2,11,3,27,2021
5563,Jane,11.76,0,0,107,44.99,1008.1,11,3,1,2020
5564,Jane,11.76,0,0,107,42.48,982.2,11,3,2,2023
5565,John,13.22,0,0,0,68.91,1015.63,5,9,18,2022
5566,John,13.22,0,0,0,46.49,1033.33,5,9,4,2021
5567,John,14.46,0,0,0,52.52,1012.07,8,8,22,2022
5568,John,15.9,0,0,0,47.83,1022.99,5,10,10,2022
5569,John,15.9,0,0,0,55.52,1030.47,5,10,7,2023
5570,John,11.05,0,0,291,50.37,992.4,12,5,14,2021
5571,John,15.5,0,0,0,59.46,1005.51,3,4,15,2021
5572,John,15.5,0,0,0,49.1,1000.42,3,4,12,2022
5573,Jane,14.18,0,0,108,60.02,995.41,10,18,16,2024
5574,Jane,14.18,0,0,108,45.13,1011.7,10,18,7,2023
5575,Jane,14.18,0,0,108,68.28,987.56,10,18,5,2022
5576,Jane,14.18,0,0,108,50.24,1004.36,10,18,14,2024
5577,Jane,14.18,0,0,108,60.67,1001.1,10,18,5,2020
5578,Jane,14.18,0,0,108,59.43,1006.0,10,18,10,2020
5579,Jane,15.71,0,0,0,46.03,1006.8,7,0,2,2020
5580,Jane,11.8,0,0,291,72.04,1012.51,1,3,13,2020
5581,Jane,15.34,0,0,404,65.51,1007.34,12,22,24,2023
5582,John,14.8,0,0,102,66.14,1001.92,12,16,25,2023
5583,John,14.8,0,0,102,53.97,1027.28,12,16,26,2021
5584,John,14.8,0,0,102,61.45,1015.11,12,16,14,2023
5585,Jane,10.38,0,0,105,71.64,997.18,11,2,3,2022
5586,John,15.01,0,0,0,39.97,1009.99,6,1,18,2022
5587,Jane,13.93,0,0,0,67.61,1025.35,5,6,23,2021
5588,Jane,15.98,0,0,88,51.37,1027.29,12,10,31,2021
5589,John,15.76,0,0,0,74.74,988.6,9,14,14,2022
5590,John,15.76,0,0,0,40.95,1015.8,9,14,8,2024
5591,Jane,11.24,0,0,0,49.34,1011.05,6,10,10,2020
5592,John,2.24,0,0,0,77.78,1022.44,12,13,20,2022
5593,John,2.24,0,0,0,50.47,1016.88,12,13,24,2021
5594,John,2.24,0,0,0,74.63,993.07,12,13,19,2023
5595,Jane,11.12,0,0,0,59.06,1020.44,5,11,11,2020
5596,Jane,11.12,0,0,0,62.99,1007.65,5,11,8,2022
5597,Jane,11.12,0,0,0,53.11,1019.49,5,11,30,2021
5598,Jane,11.12,0,0,0,60.64,1037.32,5,11,28,2021
5599,John,6.13,0,0,0,62.97,1027.69,1,8,26,2022
5600,Jane,11.0,0,0,184,77.04,1022.62,12,7,22,2020
5601,Jane,11.0,0,0,184,65.36,1018.43,12,7,14,2021
5602,Jane,15.13,0,0,435,42.04,981.58,11,18,4,2023
5603,Jane,14.88,0,0,0,53.47,1009.78,5,7,12,2022
5604,John,5.93,0,0,0,64.01,1004.92,12,11,8,2022
5605,John,5.93,0,0,0,58.94,1008.23,12,11,1,2022
5606,John,13.75,0,0,0,33.39,1010.09,7,10,23,2022
5607,John,13.75,0,0,0,59.34,1013.26,7,10,23,2024
5608,John,11.82,0,0,0,48.62,1000.54,9,13,29,2020
5609,John,11.82,0,0,0,56.33,1017.84,9,13,12,2020
5610,John,11.82,0,0,0,67.3,1010.82,9,13,17,2023
5611,Jane,13.76,0,0,0,57.39,985.32,9,12,28,2021
5612,John,8.61,0,0,11,67.59,1014.7,1,4,31,2021
5613,Jane,16.21,0,0,145,42.75,1005.8,8,18,24,2021
5614,Jane,15.76,0,0,0,57.7,1002.08,7,6,27,2020
5615,John,7.09,0,0,0,50.71,1034.77,4,12,2,2021
5616,John,7.09,0,0,0,52.16,1030.37,4,12,1,2022
5617,John,7.09,0,0,0,46.66,1016.35,4,12,28,2023
5618,John,12.21,0,0,0,42.39,1003.44,8,6,27,2021
5619,Jane,15.75,0,0,519,71.23,1028.25,12,22,22,2020
5620,John,15.8,0,0,0,51.93,1004.61,6,17,26,2023
5621,John,9.96,0,0,125,78.1,1027.83,1,2,21,2023
5622,Jane,14.7,0,0,0,60.49,993.25,10,23,18,2021
5623,Jane,14.7,0,0,0,68.79,984.73,10,23,15,2024
5624,Jane,10.55,0,0,132,64.82,994.66,1,7,24,2022
5625,Jane,10.55,0,0,132,62.77,1028.4,1,7,26,2022
5626,Jane,10.55,0,0,132,63.58,1017.94,1,7,28,2022
5627,John,13.48,0,0,0,46.5,1010.03,6,20,23,2023
5628,Jane,16.98,0,0,0,42.88,1015.03,10,23,8,2021
5629,Jane,16.98,0,0,0,45.39,986.35,10,23,19,2022
5630,Jane,16.98,0,0,0,56.51,1014.8,10,23,10,2021
5631,Jane,16.98,0,0,0,43.12,991.65,10,23,27,2024
5632,John,16.58,0,0,357,58.91,1013.62,11,19,28,2022
5633,John,16.58,0,0,357,43.35,994.19,11,19,6,2023
5634,John,16.58,0,0,357,65.99,987.52,11,19,6,2024
5635,Jane,17.18,0,0,12,64.14,1028.82,4,23,10,2021
5636,Jane,12.96,0,0,0,45.41,1010.66,8,14,2,2023
5637,Jane,15.03,0,0,561,56.43,1027.98,1,21,9,2023
5638,John,8.1,0,0,0,67.31,1003.16,2,10,23,2024
5639,Jane,12.09,0,0,270,54.87,1038.59,3,15,28,2020
5640,Jane,12.09,0,0,270,50.02,1000.56,3,15,23,2022
5641,John,15.71,0,0,0,39.94,1011.15,7,20,11,2023
5642,Jane,13.83,0,0,0,46.74,991.65,9,13,22,2020
5643,Jane,13.83,0,0,0,69.93,985.23,9,13,8,2023
5644,Jane,14.83,0,0,0,54.27,1017.82,7,7,31,2024
5645,John,13.05,0,0,35,66.07,1014.05,9,18,21,2020
5646,John,13.05,0,0,35,73.58,987.35,9,18,2,2022
5647,Jane,16.11,0,0,167,62.07,1006.14,4,5,11,2024
5648,John,15.08,0,0,316,63.67,1020.45,12,19,27,2020
5649,John,15.08,0,0,316,59.96,1028.8,12,19,26,2023
5650,Jane,14.3,0,0,544,66.52,985.29,11,21,21,2021
5651,Jane,14.3,0,0,544,59.82,998.9,11,21,6,2023
5652,Jane,13.79,0,0,0,65.31,1003.28,5,11,27,2023
5653,Jane,13.79,0,0,0,58.09,1037.06,5,11,12,2021
5654,John,14.0,0,0,0,54.73,1019.3,8,3,20,2023
5655,Jane,14.44,0,0,0,51.21,1012.22,8,6,26,2023
5656,Jane,17.1,0,0,76,54.52,1015.67,2,7,25,2020
5657,John,7.28,0,0,0,40.83,1020.21,4,9,11,2023
5658,John,7.28,0,0,0,57.27,1037.58,4,9,3,2020
5659,Jane,12.83,0,0,0,50.58,1002.49,6,14,11,2022
5660,John,13.1,0,0,0,46.51,1015.04,6,17,5,2020
5661,John,14.49,0,0,0,49.5,1012.29,8,3,28,2022
5662,John,15.72,0,0,0,40.31,1012.1,5,17,2,2023
5663,Jane,13.16,0,0,299,39.1,1019.28,8,18,16,2021
5664,Jane,15.11,0,0,53,49.3,1017.92,11,12,26,2021
5665,John,13.67,0,0,0,64.9,1016.6,4,4,12,2022
5666,John,13.67,0,0,0,60.96,1027.85,4,4,27,2024
5667,Jane,13.36,0,0,0,60.13,1012.23,5,18,27,2022
5668,Jane,13.36,0,0,0,69.04,1038.89,5,18,4,2020
5669,Jane,13.36,0,0,0,54.63,1030.98,5,18,1,2024
5670,Jane,13.93,0,0,130,73.99,1014.41,11,11,7,2021
5671,John,15.79,0,0,0,54.76,1032.02,5,23,21,2023
5672,John,18.62,0,0,447,70.49,1012.01,9,22,8,2020
5673,Jane,13.62,0,0,0,42.31,1018.0,9,9,12,2024
5674,Jane,13.62,0,0,0,71.56,1017.21,9,9,11,2024
5675,Jane,13.81,0,0,556,56.28,990.37,12,18,3,2022
5676,Jane,15.6,0,0,0,67.46,993.79,9,6,20,2024
5677,Jane,13.72,0,0,7,50.57,1002.95,11,16,12,2020
5678,Jane,13.72,0,0,7,67.09,996.12,11,16,19,2021
5679,Jane,17.06,0,0,34,63.77,990.9,12,17,17,2023
5680,Jane,17.06,0,0,34,50.71,1021.1,12,17,29,2020
5681,John,14.2,0,0,0,37.72,1004.32,8,7,29,2024
5682,John,14.2,0,0,0,31.71,1013.75,8,7,18,2020
5683,Jane,15.97,0,0,0,50.03,1008.38,8,11,17,2020
5684,Jane,17.66,0,0,16,55.82,1003.78,2,2,10,2023
